timestamp_UT, r0_L, r0_T, scint_L, scint_R, mean_counts_L, mean_counts_R, bg_flux_mean, bg_flux_std
2025-12-05 18:47:37, 0.1481470303, 0.1176421092, 0.0551444737, 0.0500595664, 2051.0385, 2040.7115, 769.2300, 20.6687
2025-12-05 18:47:43, 0.1655565959, 0.1631847476, 0.0459727845, 0.0413474033, 2053.3774, 2039.4151, 768.7150, 21.1439
2025-12-05 18:47:49, 0.1448325808, 0.1173242642, 0.0317258266, 0.0399760818, 1865.5472, 1867.0000, 770.2800, 19.8860
2025-12-05 18:47:54, 0.1757503778, 0.1101505873, 0.0525831982, 0.0476448935, 2094.4717, 2077.9057, 767.8200, 22.9675
2025-12-05 18:48:00, 0.1324228587, 0.1290506087, 0.0458729073, 0.0464073067, 2256.3889, 2267.2222, 766.2300, 17.2545
2025-12-05 18:48:06, 0.1530585478, 0.1276744652, 0.0718760991, 0.0635152175, 2234.8780, 2240.9512, 767.4100, 16.9453
2025-12-05 18:48:11, 0.1581693900, 0.1331564474, 0.0552414822, 0.0501755001, 2241.7115, 2129.4038, 767.8750, 17.2873
2025-12-05 18:48:17, 0.0898880448, 0.1316347802, 0.1143505667, 0.0720427937, 1905.9333, 1967.8000, 761.8600, 17.4949
2025-12-05 18:48:23, 0.1050593669, 0.1265227090, 0.0352367427, 0.0355026317, 2107.0000, 2095.3889, 769.5350, 18.9002
2025-12-05 18:48:29, 0.1070480559, 0.1274648862, 0.0970272139, 0.0889765164, 2208.4348, 2223.4130, 768.2850, 19.3864
2025-12-05 18:48:35, 0.1347955380, 0.1283612011, 0.0740861193, 0.0675924711, 2291.8889, 2275.9259, 762.9750, 17.3535
2025-12-05 18:48:41, 0.2060417840, 0.1349395563, 0.0823089345, 0.0707742001, 2307.1463, 2251.0488, 763.3850, 16.0374
2025-12-05 18:48:46, 0.0979674686, 0.0877874255, 0.1486765765, 0.1038706227, 2261.5849, 2146.0189, 761.9350, 16.5415
2025-12-05 18:48:52, 0.0848045677, 0.1006704511, 0.1083889760, 0.1109384428, 1930.5185, 1908.0000, 761.1600, 17.2237
2025-12-05 18:48:58, 0.0922554068, 0.0927616009, 0.1504749782, 0.1269105547, 2065.8421, 2066.5263, 763.3750, 16.9486
2025-12-05 18:49:04, 0.0630521250, 0.0868273366, 0.1422583155, 0.1602757712, 2275.4783, 2362.5435, 763.2500, 19.8866
2025-12-05 18:49:09, 0.0922869588, 0.1115913266, 0.0590283934, 0.0768895079, 2116.9333, 2164.5556, 762.6700, 18.8332
