timestamp_UT, r0_L, r0_T, scint_L, scint_R, mean_counts_L, mean_counts_R, bg_flux_mean, bg_flux_std
2025-12-10 17:29:57, 0.0028731774, 0.0057279843, 0.1587493337, 0.0649124687, 1063.5990, 1324.9740, 2101.1800, 45.0523
2025-12-10 17:30:03, 0.0026698117, 0.0030644037, 0.1435987140, 0.0706231172, 1026.5426, 1277.7181, 2077.7850, 40.5925
2025-12-10 17:30:09, 0.0131447050, 0.0066477814, 0.0925502887, 0.1104004734, 3686.0000, 3728.9853, 2109.3300, 44.2684
2025-12-10 17:30:16, 0.0226936734, 0.0344327558, 0.1300649104, 0.1385904893, 4067.8696, 4161.0000, 2078.5700, 43.4774
2025-12-10 17:30:22, 0.0211606581, 0.0649820313, 0.1085693632, 0.1024666474, 3745.1892, 3666.0676, 2043.1900, 42.6138
2025-12-10 17:30:29, 0.0605333313, 0.0754858298, 0.1472796346, 0.1082806464, 3732.1636, 3602.4909, 2015.8300, 43.5826
2025-12-10 17:30:35, 0.0299694907, 0.0179838595, 0.1228573214, 0.1514877794, 3833.4483, 3881.3276, 1990.1900, 42.0290
2025-12-10 17:30:41, 0.0169864944, 0.0190111594, 0.2428053910, 0.2443099969, 4007.1111, 4011.7937, 1963.3600, 35.1001
2025-12-10 17:30:47, 0.0476758072, 0.0393403357, 0.1103562797, 0.0958782666, 3619.8571, 3569.8413, 1928.9500, 42.5748
2025-12-10 17:30:53, 0.0386215524, 0.0047643193, 0.1415018874, 0.1129914852, 4123.7538, 4037.3231, 1909.0650, 40.4170
2025-12-10 17:30:59, 0.0682879550, 0.0879181587, 0.1378063516, 0.1672448350, 3601.7846, 3612.3538, 1875.0750, 42.8480
2025-12-10 17:31:05, 0.0597965487, 0.0039592144, 0.1083040382, 0.0886518076, 3509.0741, 3458.6481, 1855.2800, 38.0154
2025-12-10 17:31:11, 0.0330292243, 0.0734912617, 0.1404241144, 0.1341572151, 3706.3333, 3741.1200, 1821.5950, 40.0293
2025-12-10 17:31:18, 0.0150006060, 0.0502958948, 0.1324730439, 0.1760447639, 3604.7018, 3557.8596, 1803.4750, 39.4141
2025-12-10 17:31:24, 0.0493511130, 0.0240318229, 0.2979877915, 0.2610322008, 3999.8060, 4007.1493, 1779.4400, 39.1679
2025-12-10 17:31:30, 0.0782806922, 0.0924763462, 0.2078337202, 0.1998153727, 3889.7843, 3814.9412, 1752.8700, 36.4618
2025-12-10 17:31:36, 0.0593101022, 0.0765925554, 0.1143378623, 0.1139400658, 3580.3662, 3671.0282, 1731.8400, 39.3763
2025-12-10 17:31:42, 0.0827025460, 0.0947230768, 0.1542596534, 0.1325115747, 3694.5909, 3697.4697, 1714.7200, 39.9644
2025-12-10 17:31:48, 0.0954857685, 0.0704457912, 0.0993507607, 0.1124244181, 3548.5424, 3624.4407, 1685.2750, 40.0931
2025-12-10 17:31:54, 0.0954506066, 0.1023406654, 0.1602170355, 0.1359824128, 3504.6964, 3541.9643, 1670.2950, 40.9684
2025-12-10 17:32:00, 0.0515599316, 0.0610756076, 0.1215544655, 0.1742279462, 3350.6290, 3416.7419, 1645.7900, 36.6772
2025-12-10 17:32:06, 0.0253852738, 0.0647957196, 0.1962274440, 0.1447857829, 3540.2667, 3379.4667, 1628.2250, 38.4781
2025-12-10 17:32:12, 0.0306900073, 0.0220173382, 0.1224088206, 0.1195852744, 3358.2593, 3311.6111, 1601.7600, 39.4281
2025-12-10 17:32:18, 0.0763607797, 0.0809055932, 0.1840020249, 0.2356503233, 3418.9818, 3444.4909, 1585.2950, 36.6198
2025-12-10 17:32:25, 0.0422356723, 0.0561636564, 0.1295533197, 0.1292458443, 3022.3750, 3045.6964, 1565.3400, 36.2172
2025-12-10 17:32:31, 0.0239481412, 0.0047621850, 0.1409509931, 0.1324650085, 3465.8594, 3411.6719, 1542.7250, 37.8981
2025-12-10 17:32:37, 0.1043049118, 0.1003151473, 0.2157824462, 0.1554207653, 3751.0351, 3656.8246, 1533.1700, 35.9082
2025-12-10 17:32:43, 0.0320016664, 0.0206751715, 0.1612138077, 0.1739541224, 3390.6290, 3476.5161, 1514.6500, 32.8080
2025-12-10 17:32:49, 0.1087144343, 0.1186754192, 0.1223127439, 0.1387639504, 3171.6032, 3186.7302, 1496.0000, 32.7458
2025-12-10 17:32:55, 0.1011962015, 0.1102465548, 0.1020665084, 0.0977529695, 3368.2885, 3451.8269, 1474.6400, 36.4810
2025-12-10 17:33:01, 0.0992844651, 0.1307022223, 0.1551341154, 0.1332354246, 3609.4898, 3633.9592, 1456.0450, 33.4618
2025-12-10 17:33:07, 0.0936381588, 0.1313128046, 0.1436754740, 0.1515968400, 3083.4717, 3054.4528, 1443.4750, 34.4122
2025-12-10 17:33:13, 0.1083621088, 0.0870238497, 0.1504658324, 0.1399549387, 3388.8833, 3449.9000, 1422.0450, 34.0576
2025-12-10 17:33:19, 0.0891599207, 0.1072735380, 0.1303370263, 0.1592927613, 3394.6102, 3466.6102, 1402.2900, 32.7273
2025-12-10 17:33:26, 0.0932507634, 0.0922418633, 0.1357729960, 0.1175720654, 3239.9153, 3226.6271, 1389.9800, 33.6149
2025-12-10 17:33:32, 0.0936345823, 0.1048435618, 0.1295584402, 0.1562238301, 2992.0702, 3020.2456, 1373.1800, 32.5774
2025-12-10 17:33:38, 0.0841560848, 0.0839103579, 0.1777558073, 0.1645276876, 3741.1509, 3782.5660, 1362.5700, 31.9209
2025-12-10 17:33:44, 0.0958217586, 0.0830655705, 0.1607039632, 0.1779584778, 3510.0980, 3441.3137, 1346.8050, 33.5869
2025-12-10 17:33:50, 0.0667908265, 0.0734535063, 0.1127318963, 0.1241753800, 3096.6379, 3169.6207, 1329.1000, 29.8565
2025-12-10 17:33:56, 0.0881089971, 0.0946366581, 0.1975100423, 0.1578931273, 3061.6667, 2982.5098, 1324.9500, 33.1273
2025-12-10 17:34:02, 0.0932202176, 0.1418680667, 0.0917881077, 0.0759604457, 3109.9057, 3027.7925, 1311.2950, 31.2754
2025-12-10 17:34:08, 0.0881367637, 0.0911809863, 0.2020460302, 0.2076485261, 3533.7719, 3398.7895, 1295.0300, 30.3942
2025-12-10 17:34:14, 0.0579895359, 0.0834047950, 0.1529662399, 0.1696840373, 3196.7679, 3240.1786, 1284.3750, 32.5936
2025-12-10 17:34:20, 0.0669065341, 0.0848999929, 0.1957718716, 0.1468380783, 3224.8852, 3169.5574, 1272.7600, 31.5078
2025-12-10 17:34:26, 0.0773376194, 0.0816369671, 0.1451316885, 0.1167468591, 3083.7037, 3082.5370, 1263.5100, 27.1455
2025-12-10 17:34:32, 0.0721973131, 0.0748269391, 0.1281373431, 0.1177490293, 2810.1311, 2801.0000, 1250.1200, 29.5033
2025-12-10 17:34:39, 0.0850049408, 0.0834292204, 0.2587706526, 0.1731830687, 3171.6552, 3134.8621, 1235.5350, 33.1083
2025-12-10 17:34:45, 0.0632865901, 0.0697763592, 0.2272777269, 0.2235326448, 3043.9846, 2969.4000, 1222.7200, 31.5649
2025-12-10 17:34:51, 0.0606577489, 0.0490822291, 0.1469689862, 0.1135422656, 2975.7321, 2944.0179, 1212.8150, 29.6931
2025-12-10 17:34:57, 0.0671365637, 0.0489924026, 0.1637872641, 0.1528887827, 3301.4746, 3285.8136, 1197.0600, 28.2095
2025-12-10 17:35:03, 0.0814585567, 0.0699500713, 0.3067975831, 0.3099602212, 3339.6000, 3398.1455, 1191.3750, 28.5871
2025-12-10 17:35:09, 0.0688883925, 0.0775314753, 0.1036499257, 0.1107971024, 2930.5319, 2974.5745, 1179.3300, 26.9954
2025-12-10 17:35:15, 0.0662116589, 0.0680055023, 0.1824263348, 0.1876021781, 3143.8406, 3175.7246, 1169.3800, 26.4518
2025-12-10 17:35:21, 0.0540054602, 0.0511979433, 0.1991619944, 0.1911436045, 3406.0962, 3341.7692, 1159.5350, 26.7864
2025-12-10 17:35:27, 0.1084654378, 0.0829572527, 0.1805821807, 0.1421283710, 3174.6000, 3087.4222, 1151.3800, 27.4746
2025-12-10 17:35:33, 0.0668103920, 0.0657130977, 0.1208499509, 0.1393452969, 2897.7895, 2871.0351, 1141.2700, 27.9007
2025-12-10 17:35:39, 0.0867140129, 0.0991136919, 0.1026332440, 0.1365733398, 2777.1404, 2840.5789, 1133.6700, 26.5974
2025-12-10 17:35:46, 0.0596429896, 0.0893393240, 0.1399423071, 0.1367296416, 3200.8571, 3134.1111, 1122.5000, 24.4941
2025-12-10 17:35:52, 0.1047983433, 0.0994833638, 0.1125770131, 0.0999574838, 2995.7547, 3032.1698, 1110.7100, 24.8142
2025-12-10 17:35:58, 0.0894285764, 0.0775314683, 0.1911825566, 0.1859163448, 2765.5682, 2761.0682, 1101.7250, 24.7471
2025-12-10 17:36:04, 0.0925740099, 0.0910889066, 0.1656127782, 0.1387277133, 3407.4423, 3321.9808, 1096.7400, 26.0859
2025-12-10 17:36:10, 0.0855829264, 0.0751497021, 0.1802422384, 0.1681535619, 2939.9796, 2927.7755, 1083.0100, 28.6852
2025-12-10 17:36:16, 0.0162142096, 0.0068557954, 0.2315005922, 0.2045827138, 2726.5741, 2858.4074, 1076.3300, 26.7477
2025-12-10 17:36:22, 0.0684196070, 0.0834451476, 0.1892116981, 0.1650050270, 2986.9464, 3009.1071, 1070.5650, 26.1636
2025-12-10 17:36:28, 0.0898177983, 0.0777372732, 0.1356319878, 0.1316026394, 2903.0204, 2988.7551, 1061.6300, 26.7165
2025-12-10 17:36:34, 0.0707713427, 0.0563496372, 0.1722876585, 0.1804771521, 3228.4565, 3346.0217, 1051.8600, 23.7952
2025-12-10 17:36:40, 0.0769467444, 0.1010989627, 0.1507573534, 0.1417786215, 3169.8125, 3102.3333, 1046.9250, 24.8016
2025-12-10 17:36:46, 0.1117780826, 0.0809628751, 0.1656094293, 0.1930069337, 2948.2615, 2967.2000, 1037.7950, 24.6092
2025-12-10 17:36:53, 0.0836155727, 0.1007551509, 0.1811566513, 0.1231561878, 3381.0638, 3335.6596, 1035.0100, 24.6984
2025-12-10 17:36:59, 0.1141924316, 0.1271187077, 0.2300637895, 0.2302722888, 2913.4211, 2908.8596, 1021.2900, 24.3141
2025-12-10 17:37:05, 0.0805985454, 0.0936671599, 0.2186191589, 0.2005401978, 3171.6667, 3094.8421, 1016.4300, 24.7290
2025-12-10 17:37:11, 0.0884478208, 0.0870443925, 0.1984475422, 0.1903342854, 3284.2885, 3355.0962, 1012.7550, 25.2324
2025-12-10 17:37:17, 0.0866580968, 0.0903503658, 0.1147299608, 0.1083404854, 2733.2794, 2763.9412, 1004.9650, 25.5016
2025-12-10 17:37:23, 0.0824026078, 0.0601695973, 0.1499168420, 0.1998512856, 2657.7347, 2740.5102, 996.6500, 27.0985
2025-12-10 17:37:30, 0.0937606703, 0.0780945584, 0.1633073981, 0.1571405164, 2828.4717, 2818.4151, 994.2000, 22.5020
2025-12-10 17:37:36, 0.0660945104, 0.0923772560, 0.1369907834, 0.1324928608, 3115.1154, 3146.5577, 983.3100, 25.1136
2025-12-10 17:37:42, 0.0740644158, 0.0754268919, 0.2357568583, 0.1620749869, 2764.0000, 2805.5091, 978.1800, 24.7366
2025-12-10 17:37:48, 0.0981007608, 0.0890416868, 0.2333986922, 0.2475533844, 2949.6957, 3020.9130, 974.5300, 23.0790
2025-12-10 17:37:54, 0.0887212643, 0.1149852429, 0.1748437474, 0.1848019450, 2942.8571, 2894.6905, 970.8550, 23.1762
2025-12-10 17:38:00, 0.1047825227, 0.1082384046, 0.2141435507, 0.2176281859, 3128.1316, 3072.9868, 964.5100, 24.5650
2025-12-10 17:38:06, 0.1018732823, 0.1015757260, 0.3684316293, 0.3228521285, 3085.3833, 3132.5167, 960.3000, 24.4532
2025-12-10 17:38:12, 0.1174089214, 0.0808550121, 0.2593902808, 0.2569403515, 2694.8542, 2660.1458, 951.3750, 22.7303
2025-12-10 17:38:19, 0.0631421417, 0.0787162308, 0.1425349971, 0.1688891024, 2951.8689, 3031.0492, 949.5800, 22.3068
2025-12-10 17:38:25, 0.0548820097, 0.0685863812, 0.2032478401, 0.1730588334, 2993.3265, 3028.6531, 943.4300, 21.0460
2025-12-10 17:38:31, 0.0719938011, 0.0739118010, 0.1345173079, 0.1246795737, 2673.1915, 2733.9574, 935.4200, 25.0670
2025-12-10 17:38:37, 0.0733579191, 0.0857779741, 0.2212709472, 0.2402065128, 2847.3091, 2825.0364, 935.8050, 22.3704
2025-12-10 17:38:43, 0.0893263234, 0.0991478471, 0.1525121367, 0.1558421311, 2732.2245, 2776.9184, 927.5950, 22.5262
2025-12-10 17:38:50, 0.0162202839, 0.0467390215, 0.2208022466, 0.1813556989, 2514.1304, 2552.0217, 923.7400, 21.5811
2025-12-10 17:38:56, 0.0734575235, 0.0777368354, 0.1261036913, 0.1259824231, 2812.0833, 2802.1458, 925.0250, 22.3144
2025-12-10 17:39:02, 0.0764224964, 0.0781165784, 0.2031398295, 0.2333336885, 3051.3469, 3163.5714, 914.6050, 22.8041
2025-12-10 17:39:08, 0.0751265783, 0.0878977667, 0.2039493302, 0.2848857714, 2787.6071, 2829.7321, 917.4300, 22.2992
2025-12-10 17:39:14, 0.0853036866, 0.0813891566, 0.0894895496, 0.0895885330, 2873.3810, 2869.2381, 915.8800, 21.7358
2025-12-10 17:39:20, 0.0860728293, 0.0960467041, 0.2607137003, 0.2076781846, 3045.8627, 2936.4510, 910.4450, 20.4029
2025-12-10 17:39:26, 0.0881473570, 0.0702561952, 0.2143020382, 0.1712447974, 2818.6415, 2747.3585, 907.4250, 22.3380
2025-12-10 17:39:32, 0.0636099396, 0.0607399620, 0.2066522253, 0.2042097633, 2745.8039, 2674.7647, 899.7700, 21.4273
2025-12-10 17:39:38, 0.0883265336, 0.0906074274, 0.2066083412, 0.1872774959, 2753.3333, 2804.0526, 897.2950, 21.6960
2025-12-10 17:39:44, 0.0915980017, 0.0837755142, 0.1260921181, 0.1070898102, 3128.6863, 3074.8431, 895.8900, 21.6309
2025-12-10 17:39:51, 0.0636282326, 0.0651807906, 0.1947629596, 0.2122339402, 3070.2321, 3079.1786, 893.3400, 20.4104
2025-12-10 17:39:57, 0.0564619297, 0.0561753237, 0.1377147139, 0.1336289052, 2933.4186, 2866.5581, 889.5850, 20.5709
2025-12-10 17:40:03, 0.0706680644, 0.0757538813, 0.2571788484, 0.2232071943, 2970.0357, 2929.7857, 883.1050, 21.2072
2025-12-10 17:40:09, 0.0592522693, 0.0534706270, 0.2182777257, 0.2034451922, 2920.8684, 3006.5263, 879.3950, 23.5514
2025-12-10 17:40:15, 0.0580507810, 0.0887513569, 0.1792131785, 0.1303035788, 2708.8000, 2642.2250, 879.8100, 20.8388
2025-12-10 17:40:21, 0.0681044723, 0.0648769893, 0.1597261238, 0.1740085299, 2725.2105, 2797.4912, 873.6950, 19.8948
2025-12-10 17:40:27, 0.0826686238, 0.0918012864, 0.1392046190, 0.1791233265, 2644.1818, 2777.4545, 874.0650, 20.9609
2025-12-10 17:40:33, 0.0899640914, 0.0730010882, 0.1209118966, 0.1542947513, 2477.4750, 2565.1000, 871.5300, 22.4051
2025-12-10 17:40:39, 0.0914200140, 0.0848132520, 0.1151364720, 0.1370207358, 2273.0682, 2400.0227, 867.4850, 21.7697
2025-12-10 17:40:46, 0.0814527606, 0.0572916665, 0.2501356149, 0.2328277918, 2556.7297, 2569.5135, 865.8800, 20.4011
2025-12-10 17:40:52, 0.0595347460, 0.0688239436, 0.1641450899, 0.1871651973, 2817.0000, 2821.7963, 864.1250, 22.0570
2025-12-10 17:40:58, 0.0895511544, 0.0903379703, 0.1230968949, 0.1621072233, 2862.8409, 2881.4091, 863.0350, 20.8589
2025-12-10 17:41:04, 0.0670427900, 0.0646461570, 0.2989185954, 0.2975787612, 2861.1017, 2863.5424, 857.7000, 20.4922
2025-12-10 17:41:10, 0.0749672958, 0.0682944728, 0.2414994489, 0.2165707808, 2837.1087, 2879.6087, 859.0800, 22.1270
2025-12-10 17:41:16, 0.0640401433, 0.0659604696, 0.2289987987, 0.2137570787, 3252.0200, 3206.3800, 856.3800, 20.2150
2025-12-10 17:41:22, 0.0840713031, 0.0629886958, 0.1673815802, 0.1548906731, 2702.0638, 2815.1489, 853.0350, 23.3202
2025-12-10 17:41:28, 0.0721256596, 0.0814074661, 0.1674041615, 0.1623546400, 2421.6279, 2474.8837, 851.0800, 20.9173
2025-12-10 17:41:34, 0.0829085345, 0.0676858525, 0.3774676311, 0.3629622228, 2760.8444, 2796.3778, 851.0650, 19.7773
2025-12-10 17:41:40, 0.0771451172, 0.0802759153, 0.1894471391, 0.1783816358, 2717.0862, 2710.2069, 845.9350, 21.0995
2025-12-10 17:41:46, 0.0794489208, 0.0791684795, 0.1931525280, 0.1738462890, 2704.5686, 2701.7059, 844.3400, 20.8527
2025-12-10 17:41:52, 0.0673482406, 0.0714793576, 0.1792032726, 0.2451690962, 2183.9545, 2244.1818, 843.2850, 21.8012
2025-12-10 17:41:59, 0.0826704025, 0.0932434085, 0.3018613603, 0.2340481770, 3095.3269, 2938.1538, 839.1400, 20.0808
2025-12-10 17:42:05, 0.0784005455, 0.0543970184, 0.2060523497, 0.2034726852, 2547.2708, 2571.0000, 837.1800, 20.1910
2025-12-10 17:42:11, 0.0899361781, 0.0720598794, 0.2879092655, 0.2443741953, 2707.9318, 2793.7273, 832.4300, 20.9503
2025-12-10 17:42:17, 0.0600408182, 0.0707225684, 0.2378557539, 0.2678776760, 2767.5424, 2875.7288, 831.6750, 20.6031
2025-12-10 17:42:23, 0.0726786838, 0.0627346372, 0.3637753493, 0.2589861615, 2460.7636, 2511.3091, 832.9250, 20.2136
2025-12-10 17:42:30, 0.0943432314, 0.1161682959, 0.3552211282, 0.3152779434, 2924.4419, 2866.4419, 831.8400, 18.9374
2025-12-10 17:42:36, 0.0779356573, 0.0736063005, 0.3764653877, 0.2712692396, 2683.6613, 2634.6290, 829.4750, 19.3990
2025-12-10 17:42:42, 0.0913987312, 0.0880378673, 0.2279072492, 0.2101268551, 3212.7869, 3133.3770, 823.9200, 19.5434
2025-12-10 17:42:48, 0.0853071305, 0.0627676654, 0.2360481847, 0.2517974483, 2726.0500, 2771.3750, 821.6750, 20.5711
2025-12-10 17:42:54, 0.0773512258, 0.0810033528, 0.2051053654, 0.2035132320, 2505.2692, 2472.2500, 823.5100, 19.0604
2025-12-10 17:43:00, 0.0986927159, 0.1063858224, 0.3253749259, 0.3095773609, 2864.2941, 2886.2745, 826.1150, 19.1745
2025-12-10 17:43:06, 0.1171549892, 0.0820180074, 0.1070109310, 0.1053054082, 2427.7917, 2476.7917, 815.6100, 20.3258
2025-12-10 17:43:12, 0.0772667547, 0.0838861974, 0.2982112451, 0.2387806918, 2958.0222, 2873.2000, 813.6650, 17.8774
2025-12-10 17:43:18, 0.0298282062, 0.0172563274, 0.1664039318, 0.1834358725, 2709.8400, 2708.9600, 814.4700, 17.5391
2025-12-10 17:43:24, 0.0761060075, 0.1138045001, 0.2074733694, 0.2038017425, 3090.2692, 3112.9615, 815.1650, 21.0677
2025-12-10 17:43:30, 0.0746976901, 0.0744324862, 0.1818338024, 0.1800556323, 2465.3148, 2415.7593, 812.6300, 19.7849
2025-12-10 17:43:36, 0.0603202070, 0.0662104526, 0.1599535310, 0.1276748205, 2821.6000, 2597.7500, 813.5650, 19.8926
2025-12-10 17:43:42, 0.0762061226, 0.0577523160, 0.2877008210, 0.2471163191, 2906.7826, 2962.6304, 811.4700, 20.4188
2025-12-10 17:43:48, 0.0787276753, 0.1019793288, 0.1974757703, 0.1953884074, 2634.6000, 2731.8364, 808.3500, 19.9183
2025-12-10 17:43:54, 0.0751960545, 0.0928458852, 0.2095296140, 0.2332989459, 2938.9333, 2997.5111, 806.4950, 18.3210
2025-12-10 17:44:00, 0.1000851033, 0.0774930197, 0.2279505479, 0.2374564471, 2924.6429, 2946.0714, 807.8200, 19.5202
2025-12-10 17:44:06, 0.0615254835, 0.0726492839, 0.1634526887, 0.1563645805, 2608.5306, 2621.1837, 807.7250, 21.9180
2025-12-10 17:44:12, 0.0794915929, 0.0894831435, 0.3375522252, 0.2098628137, 2671.1731, 2599.9808, 804.0750, 19.5716
2025-12-10 17:44:18, 0.0693468449, 0.0988579393, 0.2811869971, 0.2943541367, 2613.6458, 2605.2083, 802.8300, 19.3326
2025-12-10 17:44:24, 0.0792600300, 0.0811550398, 0.2012791078, 0.2412844284, 2532.3953, 2580.6047, 800.6050, 18.8928
2025-12-10 17:44:31, 0.0701969858, 0.0775562701, 0.2563688438, 0.2544608487, 2514.9091, 2660.3091, 797.3800, 20.7645
2025-12-10 17:44:37, 0.0958718268, 0.0930645979, 0.1732547855, 0.1918695329, 2681.4889, 2770.2000, 799.6700, 20.7490
2025-12-10 17:44:43, 0.0900717890, 0.0944759799, 0.2604025810, 0.2878478098, 2751.4118, 2674.7647, 793.4300, 19.7875
2025-12-10 17:44:49, 0.1028327081, 0.0836480907, 0.1486642251, 0.1318691539, 2391.4286, 2463.5000, 793.0700, 19.0624
2025-12-10 17:44:55, 0.0855464854, 0.0895642191, 0.2447075683, 0.2508564671, 3131.4091, 3150.9318, 795.8350, 19.9617
2025-12-10 17:45:01, 0.0811906996, 0.0813518943, 0.2270926379, 0.2330292618, 2432.0408, 2480.4082, 798.1250, 18.5375
2025-12-10 17:45:07, 0.0639781148, 0.0594185299, 0.2223111253, 0.1761100608, 2335.3571, 2336.2857, 797.6300, 21.0055
2025-12-10 17:45:13, 0.0667625993, 0.0731219355, 0.2438006457, 0.2318970884, 2726.5000, 2740.2692, 798.6200, 19.8911
2025-12-10 17:45:19, 0.0883365351, 0.0586785867, 0.1778870188, 0.1237787610, 2545.8302, 2475.7736, 796.8750, 19.9068
2025-12-10 17:45:25, 0.0704200163, 0.0828413150, 0.2091201781, 0.2101958884, 2967.7255, 2958.7843, 796.0400, 20.4174
2025-12-10 17:45:31, 0.0487680292, 0.0708307936, 0.1971537935, 0.2026241157, 2413.3934, 2475.2295, 792.4750, 19.8363
2025-12-10 17:45:37, 0.0660388023, 0.0692712820, 0.2647967511, 0.2788241745, 3037.1136, 2949.6136, 794.0150, 19.4585
2025-12-10 17:45:43, 0.0720611805, 0.0849287399, 0.1945319307, 0.2407845187, 2405.6458, 2439.5417, 794.0300, 20.7292
2025-12-10 17:45:49, 0.0744549449, 0.0641898217, 0.2492108525, 0.2538115253, 2675.5625, 2590.8333, 794.0200, 18.4326
2025-12-10 17:45:55, 0.0595488504, 0.0505387831, 0.2617049214, 0.1854452940, 2633.5556, 2587.0926, 794.4850, 19.4183
2025-12-10 17:46:01, 0.1158012062, 0.0885061811, 0.2042229677, 0.1895891189, 2542.8684, 2495.6579, 789.8300, 19.5223
2025-12-10 17:46:07, 0.1004008256, 0.0922600108, 0.1955801998, 0.1853832956, 2511.0851, 2576.3617, 788.2500, 19.6766
2025-12-10 17:46:13, 0.1143222163, 0.0880193996, 0.1702405546, 0.1808588277, 2680.5122, 2700.8293, 788.7250, 19.7535
2025-12-10 17:46:19, 0.1095385483, 0.1149418761, 0.3047293052, 0.2932449647, 2602.2045, 2633.5227, 789.3600, 19.7742
2025-12-10 17:46:25, 0.1180033615, 0.1156289072, 0.1728564307, 0.1707231096, 2896.8511, 2858.8298, 787.6300, 18.6567
2025-12-10 17:46:32, 0.1011874457, 0.0860433302, 0.1792137398, 0.1827506475, 2784.3913, 2790.4130, 790.6300, 17.4400
2025-12-10 17:46:38, 0.0966434140, 0.0945050265, 0.2325746994, 0.1461360176, 2542.7447, 2510.8936, 788.8150, 20.0485
2025-12-10 17:46:44, 0.0800233694, 0.1045655887, 0.2763472946, 0.2679383937, 3015.4412, 3013.0588, 790.3250, 18.0100
2025-12-10 17:46:50, 0.1551686758, 0.1238705856, 0.2493738695, 0.2295996481, 2688.6000, 2733.6667, 787.8800, 18.6600
2025-12-10 17:46:56, 0.1123494210, 0.0922081281, 0.2364461863, 0.2232018665, 2756.4262, 2641.7705, 785.3400, 18.4327
2025-12-10 17:47:02, 0.0656589472, 0.0672137357, 0.2490933317, 0.2009143286, 2413.1667, 2503.6111, 786.9800, 18.6842
2025-12-10 17:47:08, 0.1266644841, 0.1150855452, 0.2205736847, 0.1839577032, 2716.5102, 2704.5918, 787.1600, 19.2233
2025-12-10 17:47:14, 0.1034115069, 0.0982847441, 0.1876465563, 0.1562403823, 2829.6346, 2849.6731, 782.4750, 16.6283
2025-12-10 17:47:20, 0.0816107243, 0.0799553650, 0.1625141839, 0.1487274902, 2844.4082, 2770.8980, 784.2100, 19.7050
2025-12-10 17:47:26, 0.0837403359, 0.0805326946, 0.2580625974, 0.3349956161, 2522.1429, 2547.1667, 786.3950, 19.5059
2025-12-10 17:47:32, 0.0839594748, 0.0819259870, 0.2895853601, 0.3748685682, 2569.0545, 2682.2000, 778.9550, 19.7970
2025-12-10 17:47:38, 0.0624716671, 0.1065733467, 0.1335834023, 0.1592788676, 2476.6250, 2450.6458, 777.3950, 17.3366
2025-12-10 17:47:44, 0.0731085978, 0.0846747530, 0.1489162642, 0.1463207948, 2734.6458, 2766.0208, 781.2150, 18.4024
2025-12-10 17:47:50, 0.0894166754, 0.0941234120, 0.1125958441, 0.1072243628, 2347.2444, 2353.8444, 783.4750, 18.5771
2025-12-10 17:47:56, 0.0854534996, 0.1063069253, 0.2244485823, 0.2215936298, 2605.6346, 2624.0769, 778.0000, 19.7048
2025-12-10 17:48:02, 0.1243076155, 0.1002603381, 0.2328517695, 0.2164175109, 2589.1556, 2703.6889, 784.4350, 18.7762
2025-12-10 17:48:08, 0.0685510671, 0.0815731203, 0.2259651117, 0.1964620790, 2406.1250, 2452.7321, 784.2700, 17.6445
2025-12-10 17:48:14, 0.0642225680, 0.0802212209, 0.2761676198, 0.3748805164, 2591.8704, 2675.1852, 781.9300, 20.2362
2025-12-10 17:48:20, 0.0946697621, 0.0752447063, 0.1878593207, 0.2172026157, 2459.4359, 2475.4615, 782.5950, 17.8718
2025-12-10 17:48:26, 0.0851813921, 0.0864979229, 0.2155444965, 0.2065101246, 2511.3571, 2600.7857, 779.4150, 16.7801
2025-12-10 17:48:32, 0.1129034783, 0.0743603466, 0.3106999330, 0.2483863649, 3184.2889, 3173.2667, 783.1400, 20.0422
